File Name,Actor ID,Sex,Sentence Code,Sentence,Emotion,Intensity,Duration (s)
1016_MTI_HAP_XX.wav,1016,Male,MTI,Maybe tomorrow it will be cold.,Happy,Unspecified,2.54
1016_MTI_NEU_XX.wav,1016,Male,MTI,Maybe tomorrow it will be cold.,Neutral,Unspecified,1.94
1016_MTI_SAD_XX.wav,1016,Male,MTI,Maybe tomorrow it will be cold.,Sad,Unspecified,3.37
1016_TAI_ANG_XX.wav,1016,Male,TAI,The airplane is almost full.,Angry,Unspecified,2.57
1016_TAI_DIS_XX.wav,1016,Male,TAI,The airplane is almost full.,Disgust,Unspecified,3.14
1016_TAI_FEA_XX.wav,1016,Male,TAI,The airplane is almost full.,Fear,Unspecified,3.9
1016_TAI_HAP_XX.wav,1016,Male,TAI,The airplane is almost full.,Happy,Unspecified,2.44
1016_TAI_NEU_XX.wav,1016,Male,TAI,The airplane is almost full.,Neutral,Unspecified,2.94
1016_TAI_SAD_XX.wav,1016,Male,TAI,The airplane is almost full.,Sad,Unspecified,2.8
1016_TIE_ANG_XX.wav,1016,Male,TIE,That is exactly what happened.,Angry,Unspecified,2.8
1016_TIE_DIS_XX.wav,1016,Male,TIE,That is exactly what happened.,Disgust,Unspecified,3.47
1016_TIE_FEA_XX.wav,1016,Male,TIE,That is exactly what happened.,Fear,Unspecified,2.7
1016_TIE_HAP_XX.wav,1016,Male,TIE,That is exactly what happened.,Happy,Unspecified,2.9
1016_TIE_NEU_XX.wav,1016,Male,TIE,That is exactly what happened.,Neutral,Unspecified,2.64
1016_TIE_SAD_XX.wav,1016,Male,TIE,That is exactly what happened.,Sad,Unspecified,2.97
1016_TSI_ANG_XX.wav,1016,Male,TSI,The surface is slick.,Angry,Unspecified,1.8
1016_TSI_DIS_XX.wav,1016,Male,TSI,The surface is slick.,Disgust,Unspecified,2.8
1016_TSI_FEA_XX.wav,1016,Male,TSI,The surface is slick.,Fear,Unspecified,2.97
1016_TSI_HAP_XX.wav,1016,Male,TSI,The surface is slick.,Happy,Unspecified,2.17
1016_TSI_NEU_XX.wav,1016,Male,TSI,The surface is slick.,Neutral,Unspecified,2.04
1016_TSI_SAD_XX.wav,1016,Male,TSI,The surface is slick.,Sad,Unspecified,2.14
1016_WSI_ANG_XX.wav,1016,Male,WSI,We'll stop in a couple of minutes.,Angry,Unspecified,2.64
1016_WSI_DIS_XX.wav,1016,Male,WSI,We'll stop in a couple of minutes.,Disgust,Unspecified,3.14
1016_WSI_FEA_XX.wav,1016,Male,WSI,We'll stop in a couple of minutes.,Fear,Unspecified,2.37
1016_WSI_HAP_XX.wav,1016,Male,WSI,We'll stop in a couple of minutes.,Happy,Unspecified,2.28
1016_WSI_NEU_XX.wav,1016,Male,WSI,We'll stop in a couple of minutes.,Neutral,Unspecified,2.57
1016_WSI_SAD_XX.wav,1016,Male,WSI,We'll stop in a couple of minutes.,Sad,Unspecified,2.3
1017_DFA_ANG_XX.wav,1017,Male,DFA,Don't forget a jacket.,Angry,Unspecified,1.6
1017_DFA_DIS_XX.wav,1017,Male,DFA,Don't forget a jacket.,Disgust,Unspecified,1.6
1017_DFA_FEA_XX.wav,1017,Male,DFA,Don't forget a jacket.,Fear,Unspecified,1.37
1017_DFA_HAP_XX.wav,1017,Male,DFA,Don't forget a jacket.,Happy,Unspecified,1.9
1017_DFA_NEU_XX.wav,1017,Male,DFA,Don't forget a jacket.,Neutral,Unspecified,1.74
1017_DFA_SAD_XX.wav,1017,Male,DFA,Don't forget a jacket.,Sad,Unspecified,1.67
1017_IEO_ANG_HI.wav,1017,Male,IEO,It's eleven o'clock.,Angry,HI,2.57
1017_IEO_ANG_LO.wav,1017,Male,IEO,It's eleven o'clock.,Angry,LO,2.07
1017_IEO_ANG_MD.wav,1017,Male,IEO,It's eleven o'clock.,Angry,MD,2.3
1017_IEO_DIS_HI.wav,1017,Male,IEO,It's eleven o'clock.,Disgust,HI,2.57
1017_IEO_DIS_LO.wav,1017,Male,IEO,It's eleven o'clock.,Disgust,LO,2.07
1017_IEO_DIS_MD.wav,1017,Male,IEO,It's eleven o'clock.,Disgust,MD,2.3
1017_IEO_FEA_HI.wav,1017,Male,IEO,It's eleven o'clock.,Fear,HI,2.3
1017_IEO_FEA_LO.wav,1017,Male,IEO,It's eleven o'clock.,Fear,LO,1.63
1017_IEO_FEA_MD.wav,1017,Male,IEO,It's eleven o'clock.,Fear,MD,2.44
1017_IEO_HAP_HI.wav,1017,Male,IEO,It's eleven o'clock.,Happy,HI,1.94
1017_IEO_HAP_LO.wav,1017,Male,IEO,It's eleven o'clock.,Happy,LO,1.77
1017_IEO_HAP_MD.wav,1017,Male,IEO,It's eleven o'clock.,Happy,MD,1.84
1017_IEO_NEU_XX.wav,1017,Male,IEO,It's eleven o'clock.,Neutral,Unspecified,1.9
1017_IEO_SAD_HI.wav,1017,Male,IEO,It's eleven o'clock.,Sad,HI,1.84
1017_IEO_SAD_LO.wav,1017,Male,IEO,It's eleven o'clock.,Sad,LO,1.57
1017_IEO_SAD_MD.wav,1017,Male,IEO,It's eleven o'clock.,Sad,MD,1.8
1017_IOM_ANG_XX.wav,1017,Male,IOM,I'm on my way to the meeting.,Angry,Unspecified,2.57
1017_IOM_DIS_XX.wav,1017,Male,IOM,I'm on my way to the meeting.,Disgust,Unspecified,3.24
1017_IOM_FEA_XX.wav,1017,Male,IOM,I'm on my way to the meeting.,Fear,Unspecified,2.04
1017_IOM_HAP_XX.wav,1017,Male,IOM,I'm on my way to the meeting.,Happy,Unspecified,2.07
1017_IOM_NEU_XX.wav,1017,Male,IOM,I'm on my way to the meeting.,Neutral,Unspecified,2.37
1017_IOM_SAD_XX.wav,1017,Male,IOM,I'm on my way to the meeting.,Sad,Unspecified,2.14
1017_ITH_ANG_XX.wav,1017,Male,ITH,I think I have a doctor's appointment.,Angry,Unspecified,3.1
1017_ITH_DIS_XX.wav,1017,Male,ITH,I think I have a doctor's appointment.,Disgust,Unspecified,2.57
1017_ITH_FEA_XX.wav,1017,Male,ITH,I think I have a doctor's appointment.,Fear,Unspecified,2.28
1017_ITH_HAP_XX.wav,1017,Male,ITH,I think I have a doctor's appointment.,Happy,Unspecified,1.84
1017_ITH_NEU_XX.wav,1017,Male,ITH,I think I have a doctor's appointment.,Neutral,Unspecified,2.2
1017_ITH_SAD_XX.wav,1017,Male,ITH,I think I have a doctor's appointment.,Sad,Unspecified,2.2
1017_ITS_ANG_XX.wav,1017,Male,ITS,I think I have seen this before,Angry,Unspecified,2.4
1017_ITS_DIS_XX.wav,1017,Male,ITS,I think I have seen this before,Disgust,Unspecified,2.17
1017_ITS_FEA_XX.wav,1017,Male,ITS,I think I have seen this before,Fear,Unspecified,1.57
1017_ITS_HAP_XX.wav,1017,Male,ITS,I think I have seen this before,Happy,Unspecified,2.04
1017_ITS_NEU_XX.wav,1017,Male,ITS,I think I have seen this before,Neutral,Unspecified,1.94
1017_ITS_SAD_XX.wav,1017,Male,ITS,I think I have seen this before,Sad,Unspecified,2.1
1017_IWL_ANG_XX.wav,1017,Male,IWL,I would like a new alarm clock.,Angry,Unspecified,1.87
1017_IWL_DIS_XX.wav,1017,Male,IWL,I would like a new alarm clock.,Disgust,Unspecified,2.5
1017_IWL_FEA_XX.wav,1017,Male,IWL,I would like a new alarm clock.,Fear,Unspecified,2.17
1017_IWL_HAP_XX.wav,1017,Male,IWL,I would like a new alarm clock.,Happy,Unspecified,1.97
1017_IWL_NEU_XX.wav,1017,Male,IWL,I would like a new alarm clock.,Neutral,Unspecified,2.14
1017_IWL_SAD_XX.wav,1017,Male,IWL,I would like a new alarm clock.,Sad,Unspecified,2.0
1017_IWW_ANG_XX.wav,1017,Male,IWW,I wonder what this is about.,Angry,Unspecified,1.97
1017_IWW_DIS_XX.wav,1017,Male,IWW,I wonder what this is about.,Disgust,Unspecified,2.14
1017_IWW_FEA_XX.wav,1017,Male,IWW,I wonder what this is about.,Fear,Unspecified,1.97
1017_IWW_HAP_XX.wav,1017,Male,IWW,I wonder what this is about.,Happy,Unspecified,1.63
1017_IWW_NEU_XX.wav,1017,Male,IWW,I wonder what this is about.,Neutral,Unspecified,1.74
1017_IWW_SAD_XX.wav,1017,Male,IWW,I wonder what this is about.,Sad,Unspecified,1.8
1017_MTI_ANG_XX.wav,1017,Male,MTI,Maybe tomorrow it will be cold.,Angry,Unspecified,2.64
1017_MTI_DIS_XX.wav,1017,Male,MTI,Maybe tomorrow it will be cold.,Disgust,Unspecified,3.3
1017_MTI_FEA_XX.wav,1017,Male,MTI,Maybe tomorrow it will be cold.,Fear,Unspecified,2.47
1017_MTI_HAP_XX.wav,1017,Male,MTI,Maybe tomorrow it will be cold.,Happy,Unspecified,2.1
1017_MTI_NEU_XX.wav,1017,Male,MTI,Maybe tomorrow it will be cold.,Neutral,Unspecified,1.94
1017_MTI_SAD_XX.wav,1017,Male,MTI,Maybe tomorrow it will be cold.,Sad,Unspecified,2.1
1017_TAI_ANG_XX.wav,1017,Male,TAI,The airplane is almost full.,Angry,Unspecified,2.1
1017_TAI_DIS_XX.wav,1017,Male,TAI,The airplane is almost full.,Disgust,Unspecified,2.77
1017_TAI_FEA_XX.wav,1017,Male,TAI,The airplane is almost full.,Fear,Unspecified,2.1
1017_TAI_HAP_XX.wav,1017,Male,TAI,The airplane is almost full.,Happy,Unspecified,2.04
1017_TAI_NEU_XX.wav,1017,Male,TAI,The airplane is almost full.,Neutral,Unspecified,2.37
1017_TAI_SAD_XX.wav,1017,Male,TAI,The airplane is almost full.,Sad,Unspecified,1.87
1017_TIE_ANG_XX.wav,1017,Male,TIE,That is exactly what happened.,Angry,Unspecified,3.7
1017_TIE_DIS_XX.wav,1017,Male,TIE,That is exactly what happened.,Disgust,Unspecified,3.17
1017_TIE_FEA_XX.wav,1017,Male,TIE,That is exactly what happened.,Fear,Unspecified,2.77
1017_TIE_HAP_XX.wav,1017,Male,TIE,That is exactly what happened.,Happy,Unspecified,2.2
1017_TIE_NEU_XX.wav,1017,Male,TIE,That is exactly what happened.,Neutral,Unspecified,2.77
1017_TIE_SAD_XX.wav,1017,Male,TIE,That is exactly what happened.,Sad,Unspecified,2.84
1017_TSI_ANG_XX.wav,1017,Male,TSI,The surface is slick.,Angry,Unspecified,2.47
1017_TSI_DIS_XX.wav,1017,Male,TSI,The surface is slick.,Disgust,Unspecified,2.54
1017_TSI_FEA_XX.wav,1017,Male,TSI,The surface is slick.,Fear,Unspecified,1.97
1017_TSI_HAP_XX.wav,1017,Male,TSI,The surface is slick.,Happy,Unspecified,1.84
1017_TSI_NEU_XX.wav,1017,Male,TSI,The surface is slick.,Neutral,Unspecified,1.67
1017_TSI_SAD_XX.wav,1017,Male,TSI,The surface is slick.,Sad,Unspecified,2.0
1017_WSI_ANG_XX.wav,1017,Male,WSI,We'll stop in a couple of minutes.,Angry,Unspecified,2.34
1017_WSI_DIS_XX.wav,1017,Male,WSI,We'll stop in a couple of minutes.,Disgust,Unspecified,2.17
1017_WSI_FEA_XX.wav,1017,Male,WSI,We'll stop in a couple of minutes.,Fear,Unspecified,2.37
1017_WSI_HAP_XX.wav,1017,Male,WSI,We'll stop in a couple of minutes.,Happy,Unspecified,1.57
1017_WSI_NEU_XX.wav,1017,Male,WSI,We'll stop in a couple of minutes.,Neutral,Unspecified,2.2
1017_WSI_SAD_XX.wav,1017,Male,WSI,We'll stop in a couple of minutes.,Sad,Unspecified,2.14
1018_DFA_ANG_XX.wav,1018,Female,DFA,Don't forget a jacket.,Angry,Unspecified,1.97
1018_DFA_DIS_XX.wav,1018,Female,DFA,Don't forget a jacket.,Disgust,Unspecified,2.3
1018_DFA_FEA_XX.wav,1018,Female,DFA,Don't forget a jacket.,Fear,Unspecified,2.14
1018_DFA_HAP_XX.wav,1018,Female,DFA,Don't forget a jacket.,Happy,Unspecified,1.63
1018_DFA_NEU_XX.wav,1018,Female,DFA,Don't forget a jacket.,Neutral,Unspecified,2.0
1018_DFA_SAD_XX.wav,1018,Female,DFA,Don't forget a jacket.,Sad,Unspecified,1.63
1018_IEO_ANG_HI.wav,1018,Female,IEO,It's eleven o'clock.,Angry,HI,2.7
1018_IEO_ANG_LO.wav,1018,Female,IEO,It's eleven o'clock.,Angry,LO,2.3
1018_IEO_ANG_MD.wav,1018,Female,IEO,It's eleven o'clock.,Angry,MD,1.9
1018_IEO_DIS_HI.wav,1018,Female,IEO,It's eleven o'clock.,Disgust,HI,3.2
1018_IEO_DIS_LO.wav,1018,Female,IEO,It's eleven o'clock.,Disgust,LO,2.17
1018_IEO_DIS_MD.wav,1018,Female,IEO,It's eleven o'clock.,Disgust,MD,2.24
1018_IEO_FEA_HI.wav,1018,Female,IEO,It's eleven o'clock.,Fear,HI,2.34
1018_IEO_FEA_LO.wav,1018,Female,IEO,It's eleven o'clock.,Fear,LO,1.9
1018_IEO_FEA_MD.wav,1018,Female,IEO,It's eleven o'clock.,Fear,MD,3.3
1018_IEO_HAP_HI.wav,1018,Female,IEO,It's eleven o'clock.,Happy,HI,2.3
1018_IEO_HAP_LO.wav,1018,Female,IEO,It's eleven o'clock.,Happy,LO,1.8
1018_IEO_HAP_MD.wav,1018,Female,IEO,It's eleven o'clock.,Happy,MD,1.63
1018_IEO_NEU_XX.wav,1018,Female,IEO,It's eleven o'clock.,Neutral,Unspecified,2.0
1018_IEO_SAD_HI.wav,1018,Female,IEO,It's eleven o'clock.,Sad,HI,3.84
1018_IEO_SAD_LO.wav,1018,Female,IEO,It's eleven o'clock.,Sad,LO,2.84
1018_IEO_SAD_MD.wav,1018,Female,IEO,It's eleven o'clock.,Sad,MD,2.97
1018_IOM_ANG_XX.wav,1018,Female,IOM,I'm on my way to the meeting.,Angry,Unspecified,2.07
1018_IOM_DIS_XX.wav,1018,Female,IOM,I'm on my way to the meeting.,Disgust,Unspecified,2.14
1018_IOM_FEA_XX.wav,1018,Female,IOM,I'm on my way to the meeting.,Fear,Unspecified,2.84
1018_IOM_HAP_XX.wav,1018,Female,IOM,I'm on my way to the meeting.,Happy,Unspecified,2.3
1018_IOM_NEU_XX.wav,1018,Female,IOM,I'm on my way to the meeting.,Neutral,Unspecified,1.97
1018_IOM_SAD_XX.wav,1018,Female,IOM,I'm on my way to the meeting.,Sad,Unspecified,2.4
1018_ITH_ANG_XX.wav,1018,Female,ITH,I think I have a doctor's appointment.,Angry,Unspecified,2.84
1018_ITH_DIS_XX.wav,1018,Female,ITH,I think I have a doctor's appointment.,Disgust,Unspecified,2.6
1018_ITH_FEA_XX.wav,1018,Female,ITH,I think I have a doctor's appointment.,Fear,Unspecified,2.14
1018_ITH_HAP_XX.wav,1018,Female,ITH,I think I have a doctor's appointment.,Happy,Unspecified,2.0
1018_ITH_NEU_XX.wav,1018,Female,ITH,I think I have a doctor's appointment.,Neutral,Unspecified,2.2
1018_ITH_SAD_XX.wav,1018,Female,ITH,I think I have a doctor's appointment.,Sad,Unspecified,2.44
1018_ITS_ANG_XX.wav,1018,Female,ITS,I think I have seen this before,Angry,Unspecified,2.4
1018_ITS_DIS_XX.wav,1018,Female,ITS,I think I have seen this before,Disgust,Unspecified,2.44
1018_ITS_FEA_XX.wav,1018,Female,ITS,I think I have seen this before,Fear,Unspecified,1.8
1018_ITS_HAP_XX.wav,1018,Female,ITS,I think I have seen this before,Happy,Unspecified,1.9
1018_ITS_NEU_XX.wav,1018,Female,ITS,I think I have seen this before,Neutral,Unspecified,2.34
1018_ITS_SAD_XX.wav,1018,Female,ITS,I think I have seen this before,Sad,Unspecified,2.5
1018_IWL_ANG_XX.wav,1018,Female,IWL,I would like a new alarm clock.,Angry,Unspecified,2.14
1018_IWL_DIS_XX.wav,1018,Female,IWL,I would like a new alarm clock.,Disgust,Unspecified,2.6
1018_IWL_FEA_XX.wav,1018,Female,IWL,I would like a new alarm clock.,Fear,Unspecified,2.14
1018_IWL_HAP_XX.wav,1018,Female,IWL,I would like a new alarm clock.,Happy,Unspecified,2.1
1018_IWL_NEU_XX.wav,1018,Female,IWL,I would like a new alarm clock.,Neutral,Unspecified,2.0
1018_IWL_SAD_XX.wav,1018,Female,IWL,I would like a new alarm clock.,Sad,Unspecified,2.28
1018_IWW_ANG_XX.wav,1018,Female,IWW,I wonder what this is about.,Angry,Unspecified,2.1
1018_IWW_DIS_XX.wav,1018,Female,IWW,I wonder what this is about.,Disgust,Unspecified,2.64
1018_IWW_FEA_XX.wav,1018,Female,IWW,I wonder what this is about.,Fear,Unspecified,3.2
1018_IWW_HAP_XX.wav,1018,Female,IWW,I wonder what this is about.,Happy,Unspecified,1.97
1018_IWW_NEU_XX.wav,1018,Female,IWW,I wonder what this is about.,Neutral,Unspecified,2.28
1018_IWW_SAD_XX.wav,1018,Female,IWW,I wonder what this is about.,Sad,Unspecified,2.77
1018_MTI_ANG_XX.wav,1018,Female,MTI,Maybe tomorrow it will be cold.,Angry,Unspecified,2.04
1018_MTI_DIS_XX.wav,1018,Female,MTI,Maybe tomorrow it will be cold.,Disgust,Unspecified,2.5
1018_MTI_FEA_XX.wav,1018,Female,MTI,Maybe tomorrow it will be cold.,Fear,Unspecified,1.84
1018_MTI_HAP_XX.wav,1018,Female,MTI,Maybe tomorrow it will be cold.,Happy,Unspecified,1.97
1018_MTI_NEU_XX.wav,1018,Female,MTI,Maybe tomorrow it will be cold.,Neutral,Unspecified,2.28
1018_MTI_SAD_XX.wav,1018,Female,MTI,Maybe tomorrow it will be cold.,Sad,Unspecified,2.1
1018_TAI_ANG_XX.wav,1018,Female,TAI,The airplane is almost full.,Angry,Unspecified,2.67
1018_TAI_DIS_XX.wav,1018,Female,TAI,The airplane is almost full.,Disgust,Unspecified,3.24
1018_TAI_FEA_XX.wav,1018,Female,TAI,The airplane is almost full.,Fear,Unspecified,2.0
1018_TAI_HAP_XX.wav,1018,Female,TAI,The airplane is almost full.,Happy,Unspecified,2.0
1018_TAI_NEU_XX.wav,1018,Female,TAI,The airplane is almost full.,Neutral,Unspecified,2.34
1018_TAI_SAD_XX.wav,1018,Female,TAI,The airplane is almost full.,Sad,Unspecified,3.0
1018_TIE_ANG_XX.wav,1018,Female,TIE,That is exactly what happened.,Angry,Unspecified,3.64
1018_TIE_DIS_XX.wav,1018,Female,TIE,That is exactly what happened.,Disgust,Unspecified,3.8
1018_TIE_FEA_XX.wav,1018,Female,TIE,That is exactly what happened.,Fear,Unspecified,3.37
1018_TIE_HAP_XX.wav,1018,Female,TIE,That is exactly what happened.,Happy,Unspecified,2.24
1018_TIE_NEU_XX.wav,1018,Female,TIE,That is exactly what happened.,Neutral,Unspecified,2.47
1018_TIE_SAD_XX.wav,1018,Female,TIE,That is exactly what happened.,Sad,Unspecified,3.9
1018_TSI_ANG_XX.wav,1018,Female,TSI,The surface is slick.,Angry,Unspecified,1.9
1018_TSI_DIS_XX.wav,1018,Female,TSI,The surface is slick.,Disgust,Unspecified,3.1
1018_TSI_FEA_XX.wav,1018,Female,TSI,The surface is slick.,Fear,Unspecified,1.67
1018_TSI_HAP_XX.wav,1018,Female,TSI,The surface is slick.,Happy,Unspecified,1.5
1018_TSI_NEU_XX.wav,1018,Female,TSI,The surface is slick.,Neutral,Unspecified,1.6
1018_TSI_SAD_XX.wav,1018,Female,TSI,The surface is slick.,Sad,Unspecified,2.04
1018_WSI_ANG_XX.wav,1018,Female,WSI,We'll stop in a couple of minutes.,Angry,Unspecified,2.2
1018_WSI_DIS_XX.wav,1018,Female,WSI,We'll stop in a couple of minutes.,Disgust,Unspecified,3.17
1018_WSI_FEA_XX.wav,1018,Female,WSI,We'll stop in a couple of minutes.,Fear,Unspecified,2.2
1018_WSI_HAP_XX.wav,1018,Female,WSI,We'll stop in a couple of minutes.,Happy,Unspecified,2.14
1018_WSI_NEU_XX.wav,1018,Female,WSI,We'll stop in a couple of minutes.,Neutral,Unspecified,2.47
1018_WSI_SAD_XX.wav,1018,Female,WSI,We'll stop in a couple of minutes.,Sad,Unspecified,2.4
1019_DFA_ANG_XX.wav,1019,Male,DFA,Don't forget a jacket.,Angry,Unspecified,1.67
1019_DFA_DIS_XX.wav,1019,Male,DFA,Don't forget a jacket.,Disgust,Unspecified,2.07
1019_DFA_FEA_XX.wav,1019,Male,DFA,Don't forget a jacket.,Fear,Unspecified,2.34
1019_DFA_HAP_XX.wav,1019,Male,DFA,Don't forget a jacket.,Happy,Unspecified,2.28
1019_DFA_NEU_XX.wav,1019,Male,DFA,Don't forget a jacket.,Neutral,Unspecified,1.57
1019_DFA_SAD_XX.wav,1019,Male,DFA,Don't forget a jacket.,Sad,Unspecified,2.4
1019_IEO_ANG_HI.wav,1019,Male,IEO,It's eleven o'clock.,Angry,HI,2.1
1019_IEO_ANG_LO.wav,1019,Male,IEO,It's eleven o'clock.,Angry,LO,1.94
1019_IEO_ANG_MD.wav,1019,Male,IEO,It's eleven o'clock.,Angry,MD,1.87
1019_IEO_DIS_HI.wav,1019,Male,IEO,It's eleven o'clock.,Disgust,HI,2.57
1019_IEO_DIS_LO.wav,1019,Male,IEO,It's eleven o'clock.,Disgust,LO,2.28
1019_IEO_DIS_MD.wav,1019,Male,IEO,It's eleven o'clock.,Disgust,MD,2.04
1019_IEO_FEA_HI.wav,1019,Male,IEO,It's eleven o'clock.,Fear,HI,2.7
1019_IEO_FEA_LO.wav,1019,Male,IEO,It's eleven o'clock.,Fear,LO,1.7
1019_IEO_FEA_MD.wav,1019,Male,IEO,It's eleven o'clock.,Fear,MD,2.47
1019_IEO_HAP_HI.wav,1019,Male,IEO,It's eleven o'clock.,Happy,HI,2.0
1019_IEO_HAP_LO.wav,1019,Male,IEO,It's eleven o'clock.,Happy,LO,1.77
1019_IEO_HAP_MD.wav,1019,Male,IEO,It's eleven o'clock.,Happy,MD,1.94
1019_IEO_NEU_XX.wav,1019,Male,IEO,It's eleven o'clock.,Neutral,Unspecified,1.8
1019_IEO_SAD_HI.wav,1019,Male,IEO,It's eleven o'clock.,Sad,HI,1.47
1019_IEO_SAD_LO.wav,1019,Male,IEO,It's eleven o'clock.,Sad,LO,1.97
1019_IEO_SAD_MD.wav,1019,Male,IEO,It's eleven o'clock.,Sad,MD,2.3
1019_IOM_ANG_XX.wav,1019,Male,IOM,I'm on my way to the meeting.,Angry,Unspecified,2.5
1019_IOM_DIS_XX.wav,1019,Male,IOM,I'm on my way to the meeting.,Disgust,Unspecified,3.04
1019_IOM_FEA_XX.wav,1019,Male,IOM,I'm on my way to the meeting.,Fear,Unspecified,2.3
1019_IOM_HAP_XX.wav,1019,Male,IOM,I'm on my way to the meeting.,Happy,Unspecified,2.28
1019_IOM_NEU_XX.wav,1019,Male,IOM,I'm on my way to the meeting.,Neutral,Unspecified,1.87
1019_IOM_SAD_XX.wav,1019,Male,IOM,I'm on my way to the meeting.,Sad,Unspecified,2.17
1019_ITS_ANG_XX.wav,1019,Male,ITS,I think I have seen this before,Angry,Unspecified,2.17
1019_ITS_DIS_XX.wav,1019,Male,ITS,I think I have seen this before,Disgust,Unspecified,2.8
1019_ITS_FEA_XX.wav,1019,Male,ITS,I think I have seen this before,Fear,Unspecified,2.67
1019_ITS_HAP_XX.wav,1019,Male,ITS,I think I have seen this before,Happy,Unspecified,3.24
1019_ITS_NEU_XX.wav,1019,Male,ITS,I think I have seen this before,Neutral,Unspecified,1.77
1019_ITS_SAD_XX.wav,1019,Male,ITS,I think I have seen this before,Sad,Unspecified,2.34
1019_IWL_ANG_XX.wav,1019,Male,IWL,I would like a new alarm clock.,Angry,Unspecified,2.28
1019_IWL_DIS_XX.wav,1019,Male,IWL,I would like a new alarm clock.,Disgust,Unspecified,2.87
1019_IWL_FEA_XX.wav,1019,Male,IWL,I would like a new alarm clock.,Fear,Unspecified,2.47
1019_IWL_HAP_XX.wav,1019,Male,IWL,I would like a new alarm clock.,Happy,Unspecified,2.47
1019_IWL_NEU_XX.wav,1019,Male,IWL,I would like a new alarm clock.,Neutral,Unspecified,2.17
1019_IWL_SAD_XX.wav,1019,Male,IWL,I would like a new alarm clock.,Sad,Unspecified,2.1
1019_IWW_ANG_XX.wav,1019,Male,IWW,I wonder what this is about.,Angry,Unspecified,2.4
1019_IWW_DIS_XX.wav,1019,Male,IWW,I wonder what this is about.,Disgust,Unspecified,2.57
1019_IWW_FEA_XX.wav,1019,Male,IWW,I wonder what this is about.,Fear,Unspecified,2.54
1019_IWW_HAP_XX.wav,1019,Male,IWW,I wonder what this is about.,Happy,Unspecified,2.6
1019_IWW_NEU_XX.wav,1019,Male,IWW,I wonder what this is about.,Neutral,Unspecified,1.84
1019_IWW_SAD_XX.wav,1019,Male,IWW,I wonder what this is about.,Sad,Unspecified,2.14
1019_MTI_ANG_XX.wav,1019,Male,MTI,Maybe tomorrow it will be cold.,Angry,Unspecified,1.9
1019_MTI_DIS_XX.wav,1019,Male,MTI,Maybe tomorrow it will be cold.,Disgust,Unspecified,2.67
1019_MTI_FEA_XX.wav,1019,Male,MTI,Maybe tomorrow it will be cold.,Fear,Unspecified,2.34
1019_MTI_HAP_XX.wav,1019,Male,MTI,Maybe tomorrow it will be cold.,Happy,Unspecified,2.64
1019_MTI_NEU_XX.wav,1019,Male,MTI,Maybe tomorrow it will be cold.,Neutral,Unspecified,2.17
1019_MTI_SAD_XX.wav,1019,Male,MTI,Maybe tomorrow it will be cold.,Sad,Unspecified,2.34
1019_TAI_ANG_XX.wav,1019,Male,TAI,The airplane is almost full.,Angry,Unspecified,2.84
1019_TAI_DIS_XX.wav,1019,Male,TAI,The airplane is almost full.,Disgust,Unspecified,2.94
1019_TAI_FEA_XX.wav,1019,Male,TAI,The airplane is almost full.,Fear,Unspecified,1.8
1019_TAI_HAP_XX.wav,1019,Male,TAI,The airplane is almost full.,Happy,Unspecified,2.3
1019_TAI_NEU_XX.wav,1019,Male,TAI,The airplane is almost full.,Neutral,Unspecified,2.44
1019_TAI_SAD_XX.wav,1019,Male,TAI,The airplane is almost full.,Sad,Unspecified,2.6
1019_TIE_ANG_XX.wav,1019,Male,TIE,That is exactly what happened.,Angry,Unspecified,3.3
1019_TIE_DIS_XX.wav,1019,Male,TIE,That is exactly what happened.,Disgust,Unspecified,3.84
1019_TIE_FEA_XX.wav,1019,Male,TIE,That is exactly what happened.,Fear,Unspecified,3.07
1019_TIE_HAP_XX.wav,1019,Male,TIE,That is exactly what happened.,Happy,Unspecified,2.5
1019_TIE_NEU_XX.wav,1019,Male,TIE,That is exactly what happened.,Neutral,Unspecified,2.47
1019_TIE_SAD_XX.wav,1019,Male,TIE,That is exactly what happened.,Sad,Unspecified,2.87
1019_TSI_ANG_XX.wav,1019,Male,TSI,The surface is slick.,Angry,Unspecified,1.94
1019_TSI_DIS_XX.wav,1019,Male,TSI,The surface is slick.,Disgust,Unspecified,2.67
1019_TSI_FEA_XX.wav,1019,Male,TSI,The surface is slick.,Fear,Unspecified,2.04
1019_TSI_HAP_XX.wav,1019,Male,TSI,The surface is slick.,Happy,Unspecified,2.17
1019_TSI_NEU_XX.wav,1019,Male,TSI,The surface is slick.,Neutral,Unspecified,2.2
1019_TSI_SAD_XX.wav,1019,Male,TSI,The surface is slick.,Sad,Unspecified,2.07
1019_WSI_ANG_XX.wav,1019,Male,WSI,We'll stop in a couple of minutes.,Angry,Unspecified,3.07
1019_WSI_DIS_XX.wav,1019,Male,WSI,We'll stop in a couple of minutes.,Disgust,Unspecified,2.84
1019_WSI_FEA_XX.wav,1019,Male,WSI,We'll stop in a couple of minutes.,Fear,Unspecified,2.57
1019_WSI_HAP_XX.wav,1019,Male,WSI,We'll stop in a couple of minutes.,Happy,Unspecified,2.04
1019_WSI_NEU_XX.wav,1019,Male,WSI,We'll stop in a couple of minutes.,Neutral,Unspecified,2.28
1019_WSI_SAD_XX.wav,1019,Male,WSI,We'll stop in a couple of minutes.,Sad,Unspecified,2.67
